id,destination_name,city,state_region,country,category,description,best_time_to_visit,average_budget,safety_score,popularity_score,latitude,longitude,image_url
7ee1ff50-0307-4a52-8a7f-257f07b2957d,Athens (2),Athens,Attica,Greece,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,10369,8.7,8.5,37.9417,23.7377,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
0256a07e-83ac-4b07-98b3-bfd4aef358e8,Amsterdam (2),Amsterdam,Netherlands,Netherlands,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,27874,6.7,5.5,52.3504,4.8837,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2d150e8a-1284-4ea7-8175-a3bac00ca9d1,Berlin (2),Berlin,Germany,Germany,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,29746,8.4,5.8,52.5144,13.3997,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2c8a95b1-f0c2-4d32-9ceb-4a363476f753,Vienna (2),Vienna,Austria,Austria,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,16073,9.5,6.3,48.2562,16.4186,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
045daee1-6155-48c6-be02-b8c017bf1173,Prague (2),Prague,Czech Republic,Czech Republic,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,16996,8.1,6.7,50.1056,14.4557,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
55e68200-4250-42ac-ba9b-d63d07b02f50,Budapest (2),Budapest,Hungary,Hungary,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,8339,8.9,8.3,47.4917,19.0028,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
3456871e-0797-43f6-933a-7022834b76d0,Interlaken (2),Interlaken,Bern,Switzerland,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Nov-Feb,29140,7.0,6.8,46.693,7.8737,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
e38fb314-f084-43f3-b381-82c405442ac1,London (2),London,England,United Kingdom,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,22155,7.0,8.7,51.5148,-0.1249,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
4d371a41-4278-41b3-b56f-66bce252fd71,Edinburgh (2),Edinburgh,Scotland,United Kingdom,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,11150,8.1,6.2,55.9146,-3.1647,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
40539776-531d-4011-b457-74f9ecde425a,Lisbon (2),Lisbon,Portugal,Portugal,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,26965,7.0,7.7,38.6985,-9.1633,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
9a7d0c6a-b1a4-4f0b-9c3b-9153f8e701c9,Reykjavik (2),Reykjavik,Iceland,Iceland,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Jul-Sep,15031,9.5,6.4,64.1882,-21.9435,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
7d9e4bd8-b4d4-45b5-b38f-8dbe7eb2bfe3,New York (2),New York,New York,USA,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,14447,8.9,7.2,40.7527,-74.0115,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
f6390282-cdf8-409c-9347-fe0f61695f61,Los Angeles (2),Los Angeles,California,USA,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,36558,8.2,9.1,34.0342,-118.259,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
dd49a3a5-66c5-4d94-b9b7-65cb745a0903,Miami (2),Miami,Florida,USA,beach,Stunning coastal destination with golden sands and azure waters.,Oct-Mar,17514,9.1,9.1,25.7829,-80.1491,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
33114175-0ba2-4317-8948-d4591cab2e74,Cancun (2),Cancun,Mexico,Mexico,beach,Stunning coastal destination with golden sands and azure waters.,Nov-Feb,19845,7.5,5.6,21.132,-86.8876,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
9c66e362-d8fe-44a4-a480-6280c40ecd9d,Rio de Janeiro (2),Rio de Janeiro,Rio,Brazil,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,10861,6.9,7.7,-22.9101,-43.1246,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
ba92b22a-3634-4def-99df-fb0888bc4537,Buenos Aires (2),Buenos Aires,Argentina,Argentina,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,30052,9.0,5.3,-34.6139,-58.3599,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2bdfaf15-0c5d-4bad-84e6-dcf34f6f4161,Machu Picchu (2),Machu Picchu,Cusco,Peru,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,14612,7.1,7.0,-13.1556,-72.5825,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
58e1a122-d907-46c0-860b-10511dbc9afd,Cape Town (2),Cape Town,Western Cape,South Africa,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,31048,5.8,7.2,-33.9232,18.3869,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
72fe521d-e370-450c-aff7-25df750f9e94,Nairobi (2),Nairobi,Nairobi,Kenya,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Year-round,30964,7.9,8.7,-1.3292,36.8222,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
b36041d9-073b-4eff-90e0-02d58ecef4e5,Zanzibar (2),Zanzibar,Tanzania,Tanzania,island,Tropical island paradise with turquoise waters.,Oct-Mar,23137,7.6,6.5,-6.1997,39.2461,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
18b30c7a-a8a0-4c85-ae51-89378536517b,Sydney (2),Sydney,New South Wales,Australia,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,21338,9.3,7.5,-33.8904,151.1672,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
618cfb1f-ce3b-44a1-a821-117170cf7ad2,Melbourne (2),Melbourne,Victoria,Australia,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,30809,9.3,6.3,-37.8011,144.9745,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
303d69fd-d7ab-407f-9410-f597397482e5,Queenstown (2),Queenstown,Otago,New Zealand,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Oct-Mar,24468,8.1,7.8,-45.0231,168.6297,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
c9e5ba36-633b-44e3-93ff-86d3039dd723,Maldives (2),Maldives,South Asia,Maldives,island,Tropical island paradise with turquoise waters.,Year-round,54658,6.9,9.4,3.1569,73.2571,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
0aa36b1a-53cf-40f7-94ad-0036bdfdbc2f,Seychelles (2),Seychelles,Mahe,Seychelles,island,Tropical island paradise with turquoise waters.,Oct-Mar,17979,9.3,8.7,-4.7031,55.4631,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
36a1db32-5110-47fd-9421-a2cd79c2c23f,Mauritius (2),Mauritius,Port Louis,Mauritius,island,Tropical island paradise with turquoise waters.,Year-round,42301,8.0,5.1,-20.3095,57.5568,https://images.unsplash.com/photo-1506197603052-3cc9c3a201bd?w=800
16bf82f7-e86a-4031-96dc-59afc8b1b79c,Goa (3),Goa,Goa,India,beach,Stunning coastal destination with golden sands and azure waters.,Apr-Jun,23825,6.5,8.9,15.2899,74.1194,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
27a9f1e4-cd86-47dd-a81f-81e9092115ee,Manali (3),Manali,Himachal Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Oct-Mar,7589,7.3,7.3,32.21,77.1994,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
3b533b25-d93a-4517-8010-c9bca37923bd,Shimla (3),Shimla,Himachal Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,19114,8.4,8.5,31.1409,77.2209,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
fba1603d-7baa-42fe-ad37-aa894e07b89e,Dharamshala (3),Dharamshala,Himachal Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,17462,7.0,7.7,32.2009,76.32,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
7d5a3b52-4c5c-45a4-a729-7a3779e42959,Kasol (3),Kasol,Himachal Pradesh,India,village,Charming rustic village with authentic local culture.,Apr-Jun,5683,6.5,5.5,31.9911,77.3029,https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?w=800
ac376ee1-1d4d-4fc0-81b1-8c4cc3060381,Spiti Valley (3),Spiti Valley,Himachal Pradesh,India,adventure,"Thrilling destination for trekking, skiing, and adventure sports.",Year-round,21701,6.5,9.2,32.2121,78.0185,https://images.unsplash.com/photo-1551632811-561732d1e306?w=800
c25dd2c6-7786-41f9-a5ca-f43c7f22e576,Dalhousie (3),Dalhousie,Himachal Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,16814,6.8,8.7,32.5381,75.9776,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
7f127ef8-ec9b-430f-8159-bba996a02fe4,Jaipur (3),Jaipur,Rajasthan,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,20402,6.7,5.1,26.9569,75.7878,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
28257e90-8ce5-4e47-b59b-5e4b51eef4d2,Jodhpur (3),Jodhpur,Rajasthan,India,heritage,Historic destination with ancient monuments and architectural marvels.,Nov-Feb,9524,7.8,5.2,26.217,73.0341,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
131dee37-923c-4dbc-a423-4423d9e1ae1e,Udaipur (3),Udaipur,Rajasthan,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,10681,7.6,9.1,24.5785,73.7507,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
4f314f5e-ccf2-4644-95ef-dfc8fdef7407,Jaisalmer (3),Jaisalmer,Rajasthan,India,desert,Vast desert with golden dunes and starry nights.,Apr-Jun,18515,7.1,5.2,26.8708,70.9145,https://images.unsplash.com/photo-1509316785289-025f5b846b35?w=800
b0551bed-6b4a-444d-988d-5463bbbe77e8,Pushkar (3),Pushkar,Rajasthan,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,12064,6.7,6.9,26.4849,74.556,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
4d5ef1f1-428f-45f3-9261-c4ecaf05b4f3,Bikaner (3),Bikaner,Rajasthan,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,17147,7.9,5.6,27.9826,73.2992,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
1130b6db-d0e3-4234-996f-f9c9fa6bee18,Mount Abu (3),Mount Abu,Rajasthan,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,14139,9.3,8.6,24.5625,72.7165,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
dd383113-3a62-405e-9d8c-3560a4aa90a2,Ranthambore (3),Ranthambore,Rajasthan,India,national_park,Protected wildlife sanctuary with diverse fauna.,Year-round,5659,5.7,5.7,26.0006,76.5,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
f9446d7d-ab5f-4a14-88ac-1e8020c1fea4,Kochi (3),Kochi,Kerala,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,14880,7.9,7.5,9.914,76.2786,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
e0b908e1-f57c-47c0-930c-3e5e46e0a26d,Munnar (3),Munnar,Kerala,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,11438,9.5,8.5,10.0691,77.0431,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
b30c8b23-9406-4c3d-a2ff-da5b7671086c,Alleppey (3),Alleppey,Kerala,India,backwater,Serene backwater destination with houseboat stays.,Year-round,24051,8.3,6.4,9.5297,76.3256,https://images.unsplash.com/photo-1602002418082-a4443e081dd1?w=800
fce9c306-22cb-4991-8c66-86c3ff6fd50c,Thekkady (3),Thekkady,Kerala,India,national_park,Protected wildlife sanctuary with diverse fauna.,Oct-Mar,11824,7.8,8.8,9.6225,77.1788,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
27986d52-fd0a-492b-93f2-36546649a0c3,Kovalam (3),Kovalam,Kerala,India,beach,Stunning coastal destination with golden sands and azure waters.,Oct-Mar,23551,6.6,8.1,8.4476,76.9865,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
c295eae1-b215-4917-8bd5-6ff2090046fb,Varkala (3),Varkala,Kerala,India,beach,Stunning coastal destination with golden sands and azure waters.,Nov-Feb,9682,7.8,5.8,8.7508,76.7283,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
b607fa4f-d4df-491e-94c1-6c18ada79a96,Wayanad (3),Wayanad,Kerala,India,nature,Pristine natural destination with lush landscapes and wildlife.,Jul-Sep,7421,8.8,6.2,11.6927,76.1521,https://images.unsplash.com/photo-1441974231531-c6227db76b6e?w=800
a550d52c-86a4-4f35-8ee6-6957cc2a3629,Bangalore (3),Bangalore,Karnataka,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,10620,7.3,7.0,12.9629,77.565,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
29074ed4-8ae2-49c9-8c73-b1267f4a9e12,Mysore (3),Mysore,Karnataka,India,heritage,Historic destination with ancient monuments and architectural marvels.,Year-round,18697,7.9,7.3,12.3306,76.6621,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
dfc3ca56-8c9a-485e-9b9f-803b41c33111,Coorg (3),Coorg,Karnataka,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,13498,6.3,6.6,12.4406,75.7407,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
f5401f4f-dba8-4473-b04f-20c3c35a5a73,Hampi (3),Hampi,Karnataka,India,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,21674,6.2,9.4,15.3192,76.4454,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
046216f1-fb9d-4b44-a9cb-b372a4cdb2c0,Gokarna (3),Gokarna,Karnataka,India,beach,Stunning coastal destination with golden sands and azure waters.,Apr-Jun,23865,6.3,6.2,14.5537,74.2913,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
b8e4ab61-d292-4403-a00e-47749e960a8d,Chikmagalur (3),Chikmagalur,Karnataka,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,17634,6.7,6.0,13.3366,75.7537,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
a7e64434-b9bb-4281-b6a0-30b067e91f06,Chennai (3),Chennai,Tamil Nadu,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Apr-Jun,28366,9.2,8.8,13.06,80.2329,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
d7e2d0d4-c0a2-43bc-bc6d-8eef0c5c3dad,Ooty (3),Ooty,Tamil Nadu,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,11220,9.1,6.9,11.3909,76.7205,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
6a7c862a-4194-44ff-a572-5aca9e02769b,Kodaikanal (3),Kodaikanal,Tamil Nadu,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,9758,5.7,9.6,10.196,77.5316,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
4edb5e69-dd78-4902-96ab-12038e832ad4,Mahabalipuram (3),Mahabalipuram,Tamil Nadu,India,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,18244,7.4,6.0,12.6201,80.2361,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
07f70e06-53e3-4786-966a-902abed4d178,Rameswaram (3),Rameswaram,Tamil Nadu,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,5249,5.9,8.6,9.2615,79.268,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
814a0b3c-579c-4730-ba2a-4dd0f616fcc6,Madurai (3),Madurai,Tamil Nadu,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,6697,8.1,5.3,9.9165,78.1415,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
db6bebe2-47b9-459f-a833-63e9814a77ac,Mumbai (3),Mumbai,Maharashtra,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Oct-Mar,32321,8.6,5.0,19.081,72.9206,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
7ef35d4f-8939-4901-ba6c-75465f4765a3,Pune (3),Pune,Maharashtra,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,31393,9.2,9.2,18.5181,73.8266,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
e69a0d3f-8f3f-4083-a1b7-df7eba203a65,Aurangabad (3),Aurangabad,Maharashtra,India,heritage,Historic destination with ancient monuments and architectural marvels.,Apr-Jun,11262,6.6,5.3,19.9031,75.3585,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
2062e364-e1ba-4451-b6a7-8518f4f8b5f6,Lonavala (3),Lonavala,Maharashtra,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Nov-Feb,13767,8.5,9.1,18.7094,73.4512,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
52fa7abc-4133-48d5-acb1-130f5eb44975,Mahabaleshwar (3),Mahabaleshwar,Maharashtra,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Jul-Sep,19454,8.9,9.5,17.8771,73.6922,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
da49c4e9-295d-4244-acad-6eb4713ec000,Nasik (3),Nasik,Maharashtra,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,6052,9.2,9.6,20.0401,73.8275,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
fa90d2fd-9eb6-4d61-8caa-3f0f16c3b40a,Agra (3),Agra,Uttar Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,10888,7.8,5.5,27.225,77.9866,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
5645ab10-088d-423b-8f06-61e0f229a90d,Varanasi (3),Varanasi,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,11590,7.5,9.5,25.3527,82.9707,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
57be44d7-29cd-43ab-88a7-08a7b3d09697,Lucknow (3),Lucknow,Uttar Pradesh,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,36503,6.0,5.8,26.8426,80.9219,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
8b81b629-c6fc-41f1-a5a4-7e1616359365,Mathura (3),Mathura,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,3230,8.4,8.8,27.4992,77.6994,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
764f6fde-768c-4920-af20-d05726239a5f,Vrindavan (3),Vrindavan,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,13009,8.9,9.3,27.6039,77.7057,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
6a89c2bc-b42f-4c4f-9b47-3073aa91db1b,Ayodhya (3),Ayodhya,Uttar Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,9567,8.2,5.9,26.7563,82.1822,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
a70e7de3-f8d4-46eb-88e2-1af6167704f2,Ahmedabad (3),Ahmedabad,Gujarat,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,10223,6.5,6.1,23.0479,72.6168,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
3e944c1b-a83f-4fed-a221-e724a53b3e81,Rann of Kutch (3),Rann of Kutch,Gujarat,India,desert,Vast desert with golden dunes and starry nights.,Apr-Jun,15543,8.4,5.1,23.7491,70.8215,https://images.unsplash.com/photo-1509316785289-025f5b846b35?w=800
321d094a-12d5-4458-aebd-bd01ec3172a0,Somnath (3),Somnath,Gujarat,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,13941,6.0,6.5,20.8911,70.3845,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
b42059dc-3955-4002-8773-bbdb54a3bc1a,Dwarka (3),Dwarka,Gujarat,India,religious,Sacred pilgrimage site with spiritual significance.,Apr-Jun,14309,6.0,9.4,22.2237,68.98,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
9738fa6c-d179-4af8-a86c-093d48391868,Rishikesh (3),Rishikesh,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Nov-Feb,5188,7.4,7.2,30.1358,78.255,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
98870bff-2b84-492d-b0e0-6b1de4a3c5c2,Haridwar (3),Haridwar,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,10714,8.5,8.8,29.9783,78.1904,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
0269d970-61a0-4363-925a-9de5f8e66ee7,Nainital (3),Nainital,Uttarakhand,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,19305,8.6,7.5,29.3831,79.4498,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
3c6f9004-9a2e-4afb-aa0f-aa9449e82aeb,Mussoorie (3),Mussoorie,Uttarakhand,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,6838,5.7,7.6,30.4603,78.0737,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
9e01fd54-b124-4a95-82cc-a5af658b48e0,Jim Corbett (3),Jim Corbett,Uttarakhand,India,national_park,Protected wildlife sanctuary with diverse fauna.,Nov-Feb,7695,6.8,7.5,29.4916,78.7452,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
c38bd8e1-bf3f-451a-b7fe-f3f4e973fb1d,Auli (3),Auli,Uttarakhand,India,ski_resort,Premier ski destination with world-class slopes.,Year-round,28017,5.9,7.4,30.5552,79.5603,https://images.unsplash.com/photo-1467809941588-68d5c9e3c9fd?w=800
3773817d-4dbc-4ad4-998b-f77231230b3e,Kedarnath (3),Kedarnath,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,9806,7.3,5.3,30.7314,79.0976,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
6b627610-df14-4012-a63d-f45f8ddf5352,Badrinath (3),Badrinath,Uttarakhand,India,religious,Sacred pilgrimage site with spiritual significance.,Oct-Mar,9487,6.5,5.0,30.7151,79.4511,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
e43f528f-b25c-4c46-8878-cb6d4bb0cbae,Khajuraho (3),Khajuraho,Madhya Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,11644,8.3,7.6,24.7878,79.9593,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
a8da290e-f11e-4a86-a39d-954f92ff3c24,Bhopal (3),Bhopal,Madhya Pradesh,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Jul-Sep,11039,6.6,5.9,23.2234,77.4268,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
bb24a93b-d217-43b6-913b-5d512180d8db,Bandhavgarh (3),Bandhavgarh,Madhya Pradesh,India,national_park,Protected wildlife sanctuary with diverse fauna.,Jul-Sep,11135,9.5,6.8,23.7593,81.0754,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
af00c4ea-a23e-462d-9974-24d69472037c,Orchha (3),Orchha,Madhya Pradesh,India,heritage,Historic destination with ancient monuments and architectural marvels.,Jul-Sep,7314,8.2,8.2,25.3558,78.6566,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
3f335f40-7371-4785-99d5-8829d498df3d,Panchmarhi (3),Panchmarhi,Madhya Pradesh,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Apr-Jun,6943,6.2,7.6,22.4705,78.458,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
a73f6fdc-6571-4756-a70b-becba21ddb84,Kolkata (3),Kolkata,West Bengal,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,37355,5.5,5.1,22.5524,88.3812,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
c1509f3e-4121-4edd-a2cb-1efb30c870f8,Darjeeling (3),Darjeeling,West Bengal,India,hill_station,Scenic mountain retreat with breathtaking valley views.,Year-round,11948,7.6,9.0,27.0108,88.2473,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=800
40a2f6b9-8c19-4ed3-b396-811947c0f506,Sundarbans (3),Sundarbans,West Bengal,India,national_park,Protected wildlife sanctuary with diverse fauna.,Apr-Jun,8088,9.2,8.5,21.911,88.9294,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
e9271bd0-0d70-46c2-96f6-dac690de8d7e,Puri (3),Puri,Odisha,India,religious,Sacred pilgrimage site with spiritual significance.,Jul-Sep,13074,8.6,9.2,19.7651,85.8018,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
efc48ac1-307a-471e-b487-5b91fb699387,Bhubaneswar (3),Bhubaneswar,Odisha,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,15731,5.6,7.9,20.3164,85.7794,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
44883eb8-12d3-4578-b1da-1f713da20159,Konark (3),Konark,Odisha,India,heritage,Historic destination with ancient monuments and architectural marvels.,Oct-Mar,12590,7.3,7.6,19.913,86.1221,https://images.unsplash.com/photo-1524492412937-b28074a5d7da?w=800
707637bb-18a2-4729-b515-ae4cc6cc9483,Hyderabad (3),Hyderabad,Telangana,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,26511,9.5,6.1,17.4266,78.4943,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
2dcea6fa-7332-4de8-b189-1afe5c09702d,Tirupati (3),Tirupati,Andhra Pradesh,India,religious,Sacred pilgrimage site with spiritual significance.,Year-round,12796,8.6,8.9,13.6025,79.4568,https://images.unsplash.com/photo-1545126218-ab2e43f54571?w=800
9fe4d057-6fa0-42dd-99fe-5147cc007de8,Visakhapatnam (3),Visakhapatnam,Andhra Pradesh,India,beach,Stunning coastal destination with golden sands and azure waters.,Year-round,15243,7.2,6.3,17.6925,83.2277,https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800
4f1978a7-e3b8-44c7-8138-ee843aff840c,Guwahati (3),Guwahati,Assam,India,city,"Vibrant urban destination with culture, cuisine, and nightlife.",Nov-Feb,30512,8.2,7.7,26.0992,91.7206,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?w=800
7cfa4c17-35d0-4719-89b2-b8fadd971351,Kaziranga (3),Kaziranga,Assam,India,national_park,Protected wildlife sanctuary with diverse fauna.,Jul-Sep,17874,7.6,8.3,26.5683,93.1511,https://images.unsplash.com/photo-1516026672322-bc52d61a55d5?w=800
